Epoch,Loss,Value
0,alpha,0.5451170206069946
0,av_div_loss,-2.0869231320830295e-07
0,mean_1,0.05782065540552139
0,mean_2,-0.03567565977573395
0,var_1,1.0604208707809448
0,var_2,1.0395760536193848
1,alpha,0.5876362919807434
1,av_div_loss,-5.805361524835462e-07
1,mean_1,0.1286763846874237
1,mean_2,-0.06100424379110336
1,var_1,1.1305599212646484
1,var_2,1.10552978515625
2,alpha,0.6289228796958923
2,av_div_loss,-9.464835102335201e-07
2,mean_1,0.19766153395175934
2,mean_2,-0.10735116899013519
2,var_1,1.1967538595199585
2,var_2,1.1599630117416382
3,alpha,0.6625985503196716
3,av_div_loss,-1.0766374316517613e-06
3,mean_1,0.25425153970718384
3,mean_2,-0.1265169233083725
3,var_1,1.2516915798187256
3,var_2,1.22333562374115
4,alpha,0.6889066696166992
4,av_div_loss,-1.0816446547323721e-06
4,mean_1,0.2979869246482849
4,mean_2,-0.13460129499435425
4,var_1,1.3031446933746338
4,var_2,1.286752700805664
5,alpha,0.7218551635742188
5,av_div_loss,-1.4641937013948336e-06
5,mean_1,0.3622063994407654
5,mean_2,-0.11848851293325424
5,var_1,1.3622976541519165
5,var_2,1.3356465101242065
6,alpha,0.7536907196044922
6,av_div_loss,-1.588514237482741e-06
6,mean_1,0.41630858182907104
6,mean_2,-0.10833185166120529
6,var_1,1.4139468669891357
6,var_2,1.386702060699463
7,alpha,0.7837376594543457
7,av_div_loss,-1.7769149280866259e-06
7,mean_1,0.47433874011039734
7,mean_2,-0.13169416785240173
7,var_1,1.467053771018982
7,var_2,1.431396484375
8,alpha,0.813787043094635
8,av_div_loss,-1.8825824099621968e-06
8,mean_1,0.5239914655685425
8,mean_2,-0.10864709317684174
8,var_1,1.5144237279891968
8,var_2,1.4803786277770996
9,alpha,0.83146071434021
9,av_div_loss,-1.847012754296884e-06
9,mean_1,0.5771909356117249
9,mean_2,-0.1461096853017807
9,var_1,1.5648174285888672
9,var_2,1.5289233922958374
10,alpha,0.8525751233100891
10,av_div_loss,-1.926543291119742e-06
10,mean_1,0.6133558750152588
10,mean_2,-0.08988671004772186
10,var_1,1.6079360246658325
10,var_2,1.5810439586639404
11,alpha,0.8769559860229492
11,av_div_loss,-2.1932864910922945e-06
11,mean_1,0.6599184274673462
11,mean_2,-0.036898646503686905
11,var_1,1.6520391702651978
11,var_2,1.6315443515777588
12,alpha,0.8697760105133057
12,av_div_loss,-1.908272452055826e-06
12,mean_1,0.704308807849884
12,mean_2,-0.03156571835279465
12,var_1,1.7026320695877075
12,var_2,1.6819515228271484
13,alpha,0.8973438739776611
13,av_div_loss,-2.1842754449608037e-06
13,mean_1,0.7462743520736694
13,mean_2,-0.012859958223998547
13,var_1,1.7471718788146973
13,var_2,1.7298561334609985
14,alpha,0.8687943816184998
14,av_div_loss,-1.8210914731753292e-06
14,mean_1,0.7628702521324158
14,mean_2,0.010336445644497871
14,var_1,1.790557861328125
14,var_2,1.7872415781021118
15,alpha,0.8905109167098999
15,av_div_loss,-2.1850114535482135e-06
15,mean_1,0.8201558589935303
15,mean_2,0.02132662571966648
15,var_1,1.8345109224319458
15,var_2,1.8217896223068237
16,alpha,0.8949659466743469
16,av_div_loss,-2.257309461128898e-06
16,mean_1,0.8706368207931519
16,mean_2,0.020705826580524445
16,var_1,1.878140926361084
16,var_2,1.8605226278305054
17,alpha,0.9058781266212463
17,av_div_loss,-2.1271682726364816e-06
17,mean_1,0.8935936689376831
17,mean_2,0.007603230886161327
17,var_1,1.9195711612701416
17,var_2,1.9155845642089844
18,alpha,0.9206476211547852
18,av_div_loss,-2.2915291992831044e-06
18,mean_1,0.9377877712249756
18,mean_2,0.04861064627766609
18,var_1,1.9615014791488647
18,var_2,1.9571995735168457
19,alpha,0.8887701630592346
19,av_div_loss,-1.9078106561210006e-06
19,mean_1,0.9723206162452698
19,mean_2,0.08169148862361908
19,var_1,1.9992221593856812
19,var_2,2.00364089012146
