Epoch,Loss,Value
0,alpha,0.5530731678009033
0,av_div_loss,-1.766169930306205e-07
0,mean_1,-0.044886961579322815
0,mean_2,0.06068972870707512
0,var_1,1.0621228218078613
0,var_2,1.0618445873260498
1,alpha,0.6065423488616943
1,av_div_loss,-6.406434636119229e-07
1,mean_1,-0.11701539158821106
1,mean_2,0.13818295300006866
1,var_1,1.1296201944351196
1,var_2,1.129580020904541
2,alpha,0.6474737524986267
2,av_div_loss,-8.064395728979434e-07
2,mean_1,-0.1558743715286255
2,mean_2,0.19315838813781738
2,var_1,1.1897900104522705
2,var_2,1.1936850547790527
3,alpha,0.6950305104255676
3,av_div_loss,-1.2994420330869616e-06
3,mean_1,-0.1998429298400879
3,mean_2,0.2529178857803345
3,var_1,1.250326156616211
3,var_2,1.256445050239563
4,alpha,0.7364996671676636
4,av_div_loss,-1.4953094478187268e-06
4,mean_1,-0.2644367516040802
4,mean_2,0.3022056519985199
4,var_1,1.3040486574172974
4,var_2,1.3135156631469727
5,alpha,0.7798252105712891
5,av_div_loss,-1.986607685466879e-06
5,mean_1,-0.26120293140411377
5,mean_2,0.34772437810897827
5,var_1,1.3531157970428467
5,var_2,1.3670425415039062
6,alpha,0.8182036280632019
6,av_div_loss,-2.1042956177552696e-06
6,mean_1,-0.23889558017253876
6,mean_2,0.39661213755607605
6,var_1,1.404616355895996
6,var_2,1.4159743785858154
7,alpha,0.8541353344917297
7,av_div_loss,-2.354855041630799e-06
7,mean_1,-0.23605391383171082
7,mean_2,0.43036457896232605
7,var_1,1.4543339014053345
7,var_2,1.4670313596725464
8,alpha,0.8956456184387207
8,av_div_loss,-2.7991945898975246e-06
8,mean_1,-0.17160692811012268
8,mean_2,0.4752790927886963
8,var_1,1.4964141845703125
8,var_2,1.5136257410049438
9,alpha,0.9269680380821228
9,av_div_loss,-2.698632897590869e-06
9,mean_1,-0.09803545475006104
9,mean_2,0.49503207206726074
9,var_1,1.5438600778579712
9,var_2,1.564948320388794
10,alpha,0.952703058719635
10,av_div_loss,-2.6236755275022006e-06
10,mean_1,-0.04755380004644394
10,mean_2,0.5102325081825256
10,var_1,1.5855988264083862
10,var_2,1.6153969764709473
11,alpha,0.9777881503105164
11,av_div_loss,-2.7380795017961645e-06
11,mean_1,0.007588793523609638
11,mean_2,0.49264752864837646
11,var_1,1.6336750984191895
11,var_2,1.6719647645950317
12,alpha,1.0
12,av_div_loss,-2.9036402793281013e-06
12,mean_1,0.050631649792194366
12,mean_2,0.48500367999076843
12,var_1,1.669782280921936
12,var_2,1.718865156173706
13,alpha,1.0
13,av_div_loss,-3.2267400911223376e-06
13,mean_1,0.0996025800704956
13,mean_2,0.4415833055973053
13,var_1,1.711078405380249
13,var_2,1.76478910446167
14,alpha,1.0
14,av_div_loss,-3.2571249448665185e-06
14,mean_1,0.13594841957092285
14,mean_2,0.42257121205329895
14,var_1,1.7462748289108276
14,var_2,1.8051655292510986
15,alpha,1.0
15,av_div_loss,-2.9689772418350913e-06
15,mean_1,0.1756943017244339
15,mean_2,0.42303308844566345
15,var_1,1.775779128074646
15,var_2,1.8440035581588745
16,alpha,1.0
16,av_div_loss,-3.0638589123554993e-06
16,mean_1,0.22112183272838593
16,mean_2,0.375704824924469
16,var_1,1.8141862154006958
16,var_2,1.881666660308838
17,alpha,1.0
17,av_div_loss,-2.9467196327459533e-06
17,mean_1,0.23717567324638367
17,mean_2,0.3287070393562317
17,var_1,1.8577769994735718
17,var_2,1.9286285638809204
18,alpha,1.0
18,av_div_loss,-3.001954155479325e-06
18,mean_1,0.2760649621486664
18,mean_2,0.30288931727409363
18,var_1,1.8824206590652466
18,var_2,1.9597467184066772
19,alpha,1.0
19,av_div_loss,-3.0483167847705772e-06
19,mean_1,0.3104867935180664
19,mean_2,0.25175219774246216
19,var_1,1.9320502281188965
19,var_2,1.9983899593353271
